LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-22-237	Gauteng	Tshwane MM	34.0	2022-08-25	COV-22-237	Daspoort Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Recombinants Other	[0.324237, 0.5877242600000002, 0.04206695, 0.045833740000000005, 0.00013801]
COV-22-114	Gauteng	Tshwane MM	14.0	2022-04-05	COV-22-114	Rooiwal Wastewater Treatment Works	BA.5.X BA.1.X BA.2.X BA.4.X Recombinants Other	[0.4943125499999999, 0.39917470999999993, 3.274e-05, 2.883e-05, 0.10616900000000001, 0.00028210999999999997]
NIC-22-0988	KwaZulu-Natal	Ethekwini MM	47.0	2022-11-21	NIC-22-0988	Northern Wastewater Treatment Works (KZN)	BA.5.X BA.4.X BA.2.X XBB.X BA.1.X Delta JN.1.X Other Recombinants	[0.9540170299999994, 0.04467548999999999, 0.00010855, 5.071e-05, 3.8719999999999995e-05, 2.162e-05, 5.58e-06, 0.0007287400000000002, 0.00035328000000000003]
NIC-22-0989	Gauteng	Tshwane MM	47.0	2022-11-22	NIC-22-0989	Rooiwal Wastewater Treatment Works	BA.5.X BA.4.X Other Recombinants	[0.9995608499999998, 6.44e-06, 0.00028226, 0.00015042]
COV-23-0848	Eastern Cape	Buffalo City MM	38.0	2023-09-14	COV-23-0848	Mdantsane Wastewater Treatment Works	XBB.1.5.X BA.2.86.X XBB.X BA.2.X JN.1.X BA.5.X Recombinants Other	[0.4040808699999999, 0.36048136000000003, 0.23207192, 0.0009233700000000001, 1.04e-06, 1.04e-06, 0.00244259, 7.44e-06]
COV-22-180	Gauteng	Tshwane MM	24.0	2022-06-14	COV-22-180	Rooiwal Wastewater Treatment Works	BA.5.X BA.4.X Delta BA.2.X Recombinants Other	[0.9997354599999998, 4.845e-05, 3.29e-05, 2.046e-05, 7.737e-05, 8.539e-05]
COV-24-0750	Western Cape	Cape Town MM	16.0	2024-04-16	COV-24-0750	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.99643782, 0.00356217]
COV-23-0939	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0939	Kalafong Hospital	BA.2.X XBB.X	[0.999851, 0.000149]
COV-24-0983	Gauteng	Ekurhuleni MM	20.0	2024-05-16	COV-24-0983	Sasol Garage	JN.1.X BA.2.86.X Other	[0.6349459999999998, 0.36494299999999996, 0.00011099999999999999]
COV-24-0638	Gauteng	Johannesburg MM	14.0	2024-04-03	COV-24-0638	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X KP.1.X LB.1.3.X Recombinants	[0.8489179299999999, 0.12730297999999998, 0.023111590000000005, 0.00017082, 0.0004965799999999999]
NIC-23-0965	Gauteng	Ekurhuleni MM	36.0	2023-09-05	NIC-23-0965	Hartebeesfontein Waterworks	XBB.X BA.2.86.X XBB.1.5.X BA.2.X BA.5.X Recombinants Other	[0.57223526, 0.24712358999999995, 0.16651765000000002, 0.01277953, 0.00086162, 0.0004344, 4.784e-05]
COV-22-157	Gauteng	Tshwane MM	19.0	2022-05-10	COV-22-157	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Recombinants Other	[0.851324, 0.14713098, 0.0009496699999999999, 0.00041134, 0.000184]
NIC-23-0227	Gauteng	Tshwane MM	9.0	2023-03-01	NIC-23-0227	Daspoort Wastewater Treatment Works	XBB.X XBB.1.5.X BA.5.X BA.2.X BA.4.X JN.1.X Recombinants Other	[0.27844881000000016, 0.5354039100000002, 0.11653523, 0.00012371, 3.315e-05, 8.49e-06, 0.06925871000000001, 0.000188]
COV-22-113	KwaZulu-Natal	Ethekwini MM	14.0	2022-04-04	COV-22-113	Northern Wastewater Treatment Works (KZN)	BA.5.X BA.4.X BA.2.X BA.1.X Recombinants Other	[0.51376628, 0.3138197, 0.17179925, 8.441e-05, 0.00046530000000000003, 6.506e-05]
COV-24-0327	Gauteng	Tshwane MM	8.0	2024-02-20	COV-24-0327	Groenkloof	BA.2.86.X JN.1.X	[0.38299544, 0.6156302100000002]
COV-24-0508	Gauteng	Ekurhuleni MM	11.0	2024-03-14	COV-24-0508	Midstream	JN.1.X BA.2.86.X KP.1.X BA.4.X LB.1.3.X XBB.X BA.5.X Delta BA.2.X Recombinants Other	[0.7956509799999999, 0.20408212, 5.087e-05, 1.375e-05, 1.362e-05, 1.49e-06, 1.19e-06, 3.6e-07, 3.7999999999999996e-07, 9.383000000000001e-05, 0.00019044]
COV-23-0954	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0954	Atteridgeville Train Station	XBB.1.5.X BA.2.X BA.2.86.X XBB.X BA.4.X JN.1.X Recombinants Other	[0.55563572, 0.2594938, 0.15148659, 0.03274027, 0.00022319, 0.00016459, 0.00025595, 1.28e-06]
COV-24-0254	Gauteng	Ekurhuleni MM	7.0	2024-02-12	COV-24-0254	Midstream	JN.1.X	[0.9975359]
COV-23-1064	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1064	Olifantsfontein	BA.2.86.X XBB.1.5.X XBB.X BA.2.X BA.5.X Recombinants	[0.65351, 0.224844, 0.09605203999999999, 0.023087049999999998, 0.0021139799999999997, 0.00039293]
COV-23-0776	Gauteng	Tshwane MM	36.0	2023-09-05	COV-23-0776	Laudium	BA.2.86.X XBB.X XBB.1.5.X BA.5.X Recombinants	[0.72877338, 0.21694196, 0.05332928, 0.00030523, 0.0006501300000000001]
COV-24-0087	Eastern Cape	Buffalo City MM	8.0	2024-01-18	COV-24-0087	Mdantsane Wastewater Treatment Works	BA.2.86.X JN.1.X Recombinants	[0.5953, 0.137931, 0.266769]
COV-23-1152	Gauteng	Ekurhuleni MM	46.0	2023-11-13	COV-23-1152	Olifantsfontein	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.5.X BA.2.12.X BA.4.X Recombinants Other	[0.78596743, 0.10465015, 0.09931116, 0.008415169999999993, 0.0002306, 0.00022373, 8.119e-05, 0.00074965, 0.00037083]
COV-22-335	Free State	Mangaung MM	47.0	2022-11-22	COV-22-335	Bloemspruit Wastewater Treatment Works	BA.5.X BA.2.X Delta Recombinants Other	[0.9992178000000004, 6.763e-05, 2.57e-05, 0.00017295, 0.0010321400000000002]
COV-23-52	KwaZulu-Natal	Ethekwini MM	9.0	2023-02-27	COV-23-52	Central Wastewater Treatment Works (KZN)	XBB.1.5.X BA.5.X XBB.X BA.2.X Recombinants Other	[0.7509403299999999, 0.15144579000000002, 0.09622160999999999, 0.00099779, 0.00027042, 0.00012401]
COV-24-0328	Gauteng	Johannesburg MM	8.0	2024-02-20	COV-24-0328	Northern Wastewater Treatment Works (GP)	JN.1.X BA.2.86.X	[0.75956091, 0.2388297]
COV-23-1156	Gauteng	Tshwane MM	46.0	2023-11-14	COV-23-1156	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.5.X JN.1.X LB.1.3.X BA.5.X BA.4.X XEC.X KP.1.X Recombinants Other	[0.65464618, 0.13422763999999998, 0.09847694999999998, 0.09113216999999998, 0.01977747, 0.0008213999999999999, 0.00010135, 7.931e-05, 4.75e-05, 3.436e-05, 0.00049714, 0.00015838999999999998]
COV-24-0826	Gauteng	Tshwane MM	17.0	2024-04-26	COV-24-0826	Groenkloof	BA.2.86.X JN.1.X LB.1.3.X KP.1.X BA.2.X Recombinants Other	[0.49967275000000005, 0.49984931000000005, 0.00025154, 7.519e-05, 1.404e-05, 8.318e-05, 0.00010831999999999999]
NIC-23-0501	Eastern Cape	Nelson Mandela Bay MM	19.0	2023-05-09	NIC-23-0501	Kwanobuhle Wastewater Treatment Works	XBB.1.5.X XBB.X Other	[0.82570998, 0.17412497999999996, 0.000165]
COV-23-0772	Gauteng	Tshwane MM	36.0	2023-09-05	COV-23-0772	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X BA.2.X BA.5.X Recombinants Other	[0.35394698, 0.26764502, 0.33476964, 0.0354357, 0.0065412199999999995, 0.0013484299999999999, 0.000313]
COV-23-0972	Gauteng	Johannesburg MM	45.0	2023-11-11	COV-23-0972	Northern Wastewater Treatment Works (GP)	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.4.X JN.1.X BA.5.X Recombinants Other	[0.54144201, 0.25170074, 0.15101133000000003, 0.03672088, 0.00027471, 0.00015899, 0.00021381999999999998, 0.018240960000000004, 0.00047207999999999994]
NIC-23-0784	Western Cape	Cape Town MM	28.0	2023-07-10	NIC-23-0784	Borcherds Quarry Wastewater Treatment Works	BA.2.X XBB.X XBB.1.5.X BA.2.12.X BA.5.X BA.4.X Other Recombinants	[0.6647484699999998, 0.33050440000000003, 0.004205300000000001, 0.00011547, 0.00010471000000000003, 2.913e-05, 0.00017200000000000003, 0.0001205]
NIC-23-0791	Eastern Cape	Nelson Mandela Bay MM	28.0	2023-07-11	NIC-23-0791	Brickfield Pre-treatment Works	BA.2.X XBB.1.5.X BA.4.X Other Recombinants	[0.9998119999999999, 2.936e-05, 2.181e-05, 7.701e-05, 5.983e-05]
COV-23-1059	Western Cape	Cape Town MM	43.0	2023-10-24	COV-23-1059	Zandvleit Wastewater Treatment Works	XBB.X BA.2.86.X BA.2.X	[0.5426941999999999, 0.45621298999999993, 0.00109288]
COV-23-0745	Gauteng	Johannesburg MM	35.0	2023-08-30	COV-23-0745	Klipsruit Yard (Before tunnel)	XBB.X BA.2.86.X BA.2.X XBB.1.5.X Recombinants Other	[0.9902500200000001, 0.00546415, 0.00166528, 0.00034065999999999995, 0.00188781, 0.00039205999999999996]
COV-24-1039	Gauteng	Ekurhuleni MM	20.0	2024-05-23	COV-24-1039	Midstream	JN.1.X LB.1.3.X KP.3.X BA.2.86.X LB.1.3.4.X XBB.1.5.X KP.1.X Recombinants Other	[0.5901885899999999, 0.10496028, 0.09568503, 0.15681428999999997, 0.00936472, 0.00011321000000000001, 8.136e-05, 0.04272329, 6.907e-05]
COV-23-66	Gauteng	Ekurhuleni MM	11.0	2023-03-14	COV-23-66	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.X BA.5.X Recombinants Other	[0.9979555800000001, 0.0012132999999999998, 8.356e-05, 3.9e-05, 0.00034453, 0.000364]
COV-23-0994	Gauteng	Tshwane MM	41.0	2023-10-13	COV-23-0994	Groenkloof	XBB.X BA.2.86.X BA.2.X XBB.1.5.X Recombinants	[0.43093948000000004, 0.21622152, 0.24635069, 0.10608879, 0.00039952]
NIC-21-0209	Free State	Mangaung MM	21.0	2021-05-25	NIC-21-0209	Bloemspruit Wastewater Treatment Works	Other	[0.99775529]
COV-23-645	Gauteng	Tshwane MM	32.0	2023-08-10	COV-23-645	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X BA.2.X Recombinants Other	[0.7923596300000002, 0.20608877999999997, 0.0009009700000000001, 5.601e-05, 0.0004176, 0.00017701000000000001]
COV-24-0072	Gauteng	Johannesburg MM	3.0	2024-01-17	COV-24-0072	Goudkoppies Wastewater Treatment Works	JN.1.X	[0.9993390600000001]
COV-24-0852	Gauteng	Ekurhuleni MM	18.0	2024-05-02	COV-24-0852	Midstream	JN.1.X KP.1.X BA.2.X BA.2.86.X BA.4.X KP.3.X Other Recombinants	[0.64895411, 0.225806, 0.06261239, 0.06066386, 0.00046231, 7.623e-05, 0.000409, 0.0010160899999999999]
NIC-22-1036	Gauteng	Johannesburg MM	49.0	2022-12-06	NIC-22-1036	Northern Wastewater Treatment Works (GP)	BA.5.X BA.4.X BA.2.X XBB.X Recombinants Other	[0.8877902300000002, 0.11184891000000001, 0.00012628, 3.867e-05, 0.00012491, 7.099999999999999e-05]
COV-24-0917	Gauteng	Ekurhuleni MM	19.0	2024-05-09	COV-24-0917	Olifantsfontein	BA.2.86.X JN.1.X KP.1.X BA.5.X BA.2.X LB.1.3.X Recombinants Other	[0.435355, 0.31917823999999995, 8.973e-05, 0.00017909, 0.00010444999999999999, 2.468e-05, 0.24502329, 4.549e-05]
COV-24-0415	Gauteng	Tshwane MM	9.0	2024-03-01	COV-24-0415	Laudium	BA.2.86.X JN.1.X LB.1.3.X BA.2.X Recombinants Other	[0.9982574599999999, 0.0014217500000000003, 6.424e-05, 9e-06, 0.00011055, 0.00013701]
COV-24-0735	Gauteng	Ekurhuleni MM	16.0	2024-04-16	COV-24-0735	Hartebeesfontein Waterworks	JN.1.X BA.2.86.X BA.2.X Recombinants Other	[0.7870574999999999, 0.21224149, 4.7e-05, 0.00060999, 4.402e-05]
COV-24-0958	KwaZulu-Natal	Ethekwini MM	20.0	2024-05-12	COV-24-0958	Northern Wastewater Treatment Works (KZN)	JN.1.X KP.1.X BA.2.86.X KP.3.X LB.1.3.X BA.5.X BA.2.X XBB.1.5.X XBB.X Delta BA.4.X Other	[0.46356106999999974, 0.39265487000000004, 0.14345896, 0.00025099, 7.151e-05, 4.520000000000001e-06, 2.1800000000000003e-06, 1.4099999999999998e-06, 3.469999999999999e-06, 1.07e-06, 2.1e-07, 1.8719999999999994e-05]
COV-24-0959	KwaZulu-Natal	Ethekwini MM	20.0	2024-05-13	COV-24-0959	Central Wastewater Treatment Works (KZN)	JN.1.X KP.1.X BA.2.86.X BA.5.X BA.2.X XBB.1.5.X XBB.X Other	[0.43468272, 0.56465861, 0.00065789, 4e-07, 3.3e-07, 4.1e-07, 3.3e-07, 1.7800000000000001e-06]
COV-24-0498	Gauteng	Johannesburg MM	11.0	2024-03-13	COV-24-0498	Bushkoppies Inlet	BA.2.86.X JN.1.X KP.1.X LB.1.3.X BA.2.X XBB.X Other Recombinants	[0.21461199, 0.7850847900000001, 0.00012356, 4.253e-05, 2.411e-05, 4.08e-06, 4.297e-05, 6.598e-05]
COV-23-0855	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0855	Bushkoppies Final	BA.2.86.X XBB.X BA.2.X XBB.1.5.X BA.5.X JN.1.X Other	[0.44380592, 0.40416909, 0.05011778, 0.10164627999999999, 0.00026063999999999997, 5.9e-07, 1.2e-06]
COV-24-0964	Gauteng	Johannesburg MM	20.0	2024-05-15	COV-24-0964	Bushkoppies Inlet	JN.1.X BA.2.86.X XBB.1.5.X BA.5.X BA.2.X KP.3.X KP.1.X Recombinants Other	[0.9996000899999999, 0.00039765, 2.1599999999999996e-06, 1.08e-06, 9e-07, 3.1e-07, 2.1e-07, 1.16e-06, 7.68e-06]
COV-24-0965	Mpumalanga	Ehlanzeni DM	20.0	2024-05-13	COV-24-0965	Kingstonvale	JN.1.X BA.2.X KP.3.X BA.5.X Recombinants Other	[0.9999025199999999, 5.3e-07, 2.1e-07, 2e-07, 9.653e-05, 8.8e-07]
NIC-23-0930	KwaZulu-Natal	Ethekwini MM	34.0	2023-08-21	NIC-23-0930	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X BA.2.X BA.4.X Recombinants	[0.6108356, 0.32598797, 0.00017988, 0.00012012, 0.06287638]
COV-24-0500	Free State	Mangaung MM	11.0	2024-03-12	COV-24-0500	Sterkwater Wastewater Treatment Works	JN.1.X BA.2.86.X XBB.X BA.5.X BA.2.X Recombinants Other	[0.59555016, 0.40395631, 2.06e-06, 7.6e-07, 3.6e-07, 0.00049204, 3.8e-06]
COV-23-125	Free State	Mangaung MM	17.0	2023-04-25	COV-23-125	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X Other Recombinants	[0.9442165900000004, 0.05534854000000001, 0.00028871, 0.00014605]
COV-23-1138	Gauteng	Ekurhuleni MM	45.0	2023-11-09	COV-23-1138	Tembisa Hospital Downstream	BA.2.86.X	[1.0]
COV-23-1026	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1026	Namane Drive	BA.2.X XBB.X BA.2.86.X XBB.1.5.X BA.5.X Recombinants	[0.40214128, 0.3140386500000001, 0.24859119000000002, 0.0156863, 0.00106952, 0.01847299]
COV-22-239	Gauteng	Ekurhuleni MM	35.0	2022-08-30	COV-22-239	Hartebeesfontein Waterworks	BA.5.X BA.4.X BA.2.X Recombinants Other	[0.7835498200000001, 0.21613401, 2.724e-05, 0.00013375, 0.00015501000000000002]
COV-24-0984	Northern Cape	Frances Baard DM	20.0	2024-05-08	COV-24-0984	Homevale Kimberley	JN.1.X BA.2.X Other	[0.9999624799999999, 3.751e-05, 2.4e-07]
COV-24-0294	Gauteng	Ekurhuleni MM	7.0	2024-02-15	COV-24-0294	Midstream	BA.2.86.X JN.1.X	[0.487047, 0.51238796]
COV-23-0780	Gauteng	Johannesburg MM	36.0	2023-09-06	COV-23-0780	Chris Hani Baragwanath Hospital	XBB.X XBB.1.5.X BA.2.X JN.1.X BA.5.X Delta Other	[0.9993647999999999, 0.00046029, 0.00017459, 1.1600000000000001e-06, 6.8e-07, 2.3e-07, 2.5400000000000002e-06]
COV-22-158	Gauteng	Tshwane MM	19.0	2022-05-10	COV-22-158	Daspoort Wastewater Treatment Works	BA.4.X BA.5.X BA.2.12.X Recombinants Other	[0.90205821, 0.09742395999999999, 7.078e-05, 0.00034718, 9.989000000000001e-05]
COV-23-152	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-152	Daspoort Wastewater Treatment Works	XBB.X XBB.1.5.X Other Recombinants	[0.5051001899999997, 0.49461681999999996, 0.00022901, 5.394e-05]
COV-23-695	Western Cape	Cape Town MM	33.0	2023-08-14	COV-23-695	Zandvleit Wastewater Treatment Works	XBB.1.5.X XBB.X Other	[0.50613501, 0.4938646299999999, 2.2e-07]
COV-23-0937	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0937	Daspoort Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X BA.2.X JN.1.X BA.4.X BA.5.X KP.1.X Recombinants Other	[0.41166863000000004, 0.38244124000000007, 0.18395035, 0.02089529, 0.00038846, 0.000158, 8.096e-05, 9.02e-06, 0.00016302, 0.00024503000000000003]
COV-23-0788	Gauteng	Tshwane MM	36.0	2023-09-06	COV-23-0788	Rooiwal Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X BA.2.X BA.5.X Recombinants Other	[0.5097490499999999, 0.28409581999999994, 0.15479503, 0.05135779, 3e-07, 2.3699999999999998e-06, 4.3999999999999997e-07]
COV-23-1056	Eastern Cape	Buffalo City MM	43.0	2023-10-24	COV-23-1056	East Bank Wastewater Treatment Works	BA.2.86.X XBB.X BA.5.X Delta Recombinants Other	[0.93995362, 0.05965913, 4.8e-07, 2.4e-07, 0.00038867, 1.42e-06]
NIC-22-0718	Gauteng	Tshwane MM	36.0	2022-09-07	NIC-22-0718	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X Delta Recombinants Other	[0.9998433700000001, 2.535e-05, 6.06e-06, 3.0760000000000004e-05, 0.00018853999999999998]
COV-23-0997	Gauteng	Ekurhuleni MM	42.0	2023-10-16	COV-23-0997	Tembisa Mall	BA.2.86.X BA.5.X XBB.1.5.X Other	[0.99999973, 6.9e-07, 3.3e-07, 2.38e-06]
COV-23-1045	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1045	Laudium	BA.2.86.X XBB.X BA.2.X XBB.1.5.X JN.1.X KP.3.X Delta BA.5.X Recombinants Other	[0.58695716, 0.19057734, 0.12862540999999994, 0.09384434999999999, 1.82e-06, 1.4e-06, 1.01e-06, 1.6499999999999999e-06, 2.4e-07, 6.9599999999999994e-06]
COV-24-1014	Gauteng	Tshwane MM	20.0	2024-05-21	COV-24-1014	Daspoort Wastewater Treatment Works	KP.1.X JN.1.X BA.2.86.X KP.3.X BA.5.X BA.2.X Other Recombinants	[0.15982437, 0.5378970899999999, 0.21846962, 0.07380250000000001, 0.00014052999999999998, 0.00014923, 0.00925955, 0.00045702]
COV-24-0599	Gauteng	Johannesburg MM	13.0	2024-03-27	COV-24-0599	Bushkoppies Inlet	JN.1.X BA.2.86.X Recombinants Other	[0.9996971299999999, 0.00027197, 3.026e-05, 2.2e-07]
COV-22-270	Gauteng	Ekurhuleni MM	39.0	2022-09-27	COV-22-270	Hartebeesfontein Waterworks	BA.5.X BA.1.X BA.4.X Recombinants Other	[0.5092393200000003, 0.10375398999999999, 7.88e-05, 0.3867102499999999, 0.00021758]
COV-24-1021	Gauteng	Ekurhuleni MM	21.0	2024-05-21	COV-24-1021	Hartebeesfontein Waterworks	JN.1.X LB.1.3.X BA.2.86.X KP.1.X KP.3.X Recombinants Other	[0.7483539600000002, 0.190476, 0.046014229999999996, 0.01426989, 0.00011122, 0.0006556200000000001, 0.00011899999999999999]
COV-22-296	Gauteng	Tshwane MM	42.0	2022-10-19	COV-22-296	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X Delta Other Recombinants	[0.9818313500000002, 0.01482943, 2.114e-05, 0.0032538000000000007, 6.405999999999999e-05]
COV-22-272	Free State	Mangaung MM	39.0	2022-09-27	COV-22-272	Sterkwater Wastewater Treatment Works	BA.5.X BA.4.X BA.2.X Recombinants Other	[0.9997728200000002, 4.1599999999999995e-05, 9.1e-07, 0.00013058, 5.409e-05]
COV-24-0686	Gauteng	Johannesburg MM	15.0	2024-04-10	COV-24-0686	Bushkoppies Inlet	JN.1.X BA.2.86.X BA.2.X Recombinants Other	[0.46258286000000004, 0.4457763, 7.252e-05, 0.09156812, 3.6e-07]
COV-24-0858	Gauteng	Ekurhuleni MM	18.0	2024-05-02	COV-24-0858	Namane Drive	JN.1.X BA.2.86.X Other	[0.99988244, 7.662e-05, 4.098e-05]
COV-24-0963	Gauteng	Johannesburg MM	20.0	2024-05-15	COV-24-0963	Bushkoppies Final	KP.1.X JN.1.X BA.2.86.X KP.3.X LB.1.3.X XBB.1.5.X BA.5.X BA.2.X XBB.X Recombinants Other	[0.23508103, 0.43317495000000017, 0.3315350899999999, 5.207e-05, 4.628e-05, 1.82e-06, 8.2e-07, 6.6e-07, 2.1e-07, 0.00010884, 9.64e-06]
COV-24-1049	Gauteng	Tshwane MM	20.0	2024-05-24	COV-24-1049	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X KP.1.X KP.3.X LB.1.3.X BA.2.X XBB.X Delta BA.5.X XBB.1.5.X Recombinants Other	[0.37618647000000005, 0.62291262, 0.00037425, 9.749e-05, 0.00020795, 6.16e-05, 1.29e-06, 4.8e-07, 6.2e-07, 2.6e-07, 0.00015945, 3.14e-06]
COV-24-1060	Gauteng	Ekurhuleni MM	21.0	2024-05-27	COV-24-1060	Midstream	JN.1.X BA.2.86.X KP.1.X LB.1.3.4.X BA.5.X BA.2.X XBB.X Recombinants Other	[0.8462420399999999, 0.09571323, 0.053936590000000006, 0.00357784, 0.00012023, 5.4290000000000004e-05, 2.51e-06, 0.00035467999999999996, 5.9600000000000005e-06]
COV-24-1061	Gauteng	Ekurhuleni MM	21.0	2024-05-27	COV-24-1061	Olifantsfontein	BA.2.86.X JN.1.X LB.1.3.X KP.3.X KP.1.X BA.5.X Recombinants Other	[0.39229599, 0.35961127, 0.043750000000000004, 0.027862960000000003, 0.00049248, 7.002e-05, 0.17574806, 0.00016909]
COV-24-1063	Gauteng	Ekurhuleni MM	21.0	2024-05-27	COV-24-1063	Tembisa Hospital Downstream	JN.1.X LB.1.3.X KP.3.X BA.2.86.X BA.5.X Delta XBB.X BA.2.X BA.1.X XBB.1.5.X BA.4.X KP.1.X LB.1.3.4.X BA.2.12.X Recombinants Other	[0.8082296599999992, 0.19038457999999997, 0.00048153000000000003, 3.903e-05, 4.918999999999998e-05, 1.752e-05, 2.9759999999999993e-05, 1.071e-05, 4.3700000000000005e-06, 2.4900000000000007e-06, 3.7e-07, 1.13e-06, 2.4e-07, 2.9e-07, 0.0008426699999999999, 0.0004990799999999996]
COV-24-1065	Gauteng	Ekurhuleni MM	21.0	2024-05-27	COV-24-1065	Namane Drive	JN.1.X KP.1.X BA.2.86.X BA.5.X Recombinants Other	[0.9989846100000005, 0.00047132, 0.0001982, 3e-05, 0.00025285, 6.301e-05]
COV-24-1068	Gauteng	Tshwane MM	22.0	2024-05-28	COV-24-1068	Daspoort Wastewater Treatment Works	JN.1.X KP.1.X BA.2.86.X KP.3.X Delta BA.5.X Recombinants Other	[0.42643849999999994, 0.19987089, 0.37302700999999994, 0.00010285, 4.437e-05, 1.36e-06, 0.00036935999999999995, 0.00014563]
COV-24-1069	Gauteng	Tshwane MM	22.0	2024-05-28	COV-24-1069	SAPS Training College	JN.1.X Other	[8.948e-05, 1.9998217]
COV-24-1071	Gauteng	Tshwane MM	22.0	2024-05-28	COV-24-1071	Atteridgeville Train Station	JN.1.X BA.2.86.X Other Recombinants	[0.1576853, 7.186e-05, 0.84013102, 0.00211181]
COV-24-1075	KwaZulu-Natal	Ethekwini MM	22.0	2024-05-27	COV-24-1075	Central Wastewater Treatment Works (KZN)	KP.1.X JN.1.X BA.2.X BA.5.X Recombinants Other	[0.99927582, 0.00048825999999999996, 7.159e-05, 2.915e-05, 5.591e-05, 7.931e-05]
COV-24-1076	KwaZulu-Natal	Ethekwini MM	22.0	2024-05-27	COV-24-1076	Northern Wastewater Treatment Works (KZN)	BA.2.86.X KP.1.X KP.3.X JN.1.X BA.5.X Recombinants Other	[0.729495, 0.26966268000000004, 0.00022309, 0.00037958, 2.711e-05, 0.00012865, 8.391e-05]
COV-24-1077	Gauteng	Ekurhuleni MM	22.0	2024-05-30	COV-24-1077	Midstream	JN.1.X BA.2.86.X KP.1.X LB.1.3.X KP.3.X BA.4.X Other Recombinants	[0.9511041300000003, 0.02806896, 0.02040212, 9.574e-05, 9.565e-05, 7.223e-05, 8.277e-05, 7.829e-05]
COV-24-1078	Gauteng	Ekurhuleni MM	22.0	2024-05-30	COV-24-1078	Olifantsfontein	JN.1.X BA.2.86.X KP.1.X KP.3.X LB.1.3.X BA.5.X XBB.X BA.2.X Recombinants Other	[0.7745686899999998, 0.15820452, 0.06512008, 0.00135314, 0.00022645, 5.589e-05, 5.149e-05, 4.869e-05, 0.00031298000000000003, 5.805e-05]
COV-24-1082	Gauteng	Ekurhuleni MM	22.0	2024-05-30	COV-24-1082	Namane Drive	LB.1.3.X JN.1.X BA.2.86.X Recombinants Other	[0.80735969, 0.19237381000000003, 5.6e-05, 6.249e-05, 0.00014801000000000001]
COV-24-1085	Free State	Mangaung MM	22.0	2024-05-28	COV-24-1085	Bloemspruit Wastewater Treatment Works	JN.1.X KP.1.X BA.2.86.X XEC.X KP.3.X XBB.X BA.5.X Recombinants Other	[0.9987604199999999, 0.00018204, 0.00030830999999999995, 7.99e-05, 0.00012233, 5.138e-05, 9.182e-05, 0.00036181, 4.201e-05]
COV-24-1088	Free State	Mangaung MM	22.0	2024-05-28	COV-24-1088	Sterkwater Wastewater Treatment Works	JN.1.X BA.2.86.X KP.1.X KP.3.X Recombinants Other	[0.59298237, 0.360182, 0.046264169999999986, 0.00016813, 0.00032134, 8.202e-05]
COV-24-1091	Gauteng	Ekurhuleni MM	22.0	2024-05-28	COV-24-1091	Hartebeesfontein Waterworks	JN.1.X KP.1.X KP.3.X BA.2.86.X LP.8.1.X BA.5.X Recombinants Other	[0.9989388599999999, 0.00042481, 0.00017642, 0.00018898, 5.56e-05, 2.18e-05, 0.00018506, 8.21e-06]
COV-24-1153	Gauteng	Johannesburg MM	23.0	2024-06-07	COV-24-1153	Goudkoppies Wastewater Treatment Works	LB.1.3.X JN.1.X BA.2.86.X KP.1.X Recombinants	[0.47425299, 0.16733277, 0.35792398999999997, 0.00035022, 0.00013994]
COV-24-1155	Gauteng	Tshwane MM	23.0	2024-06-07	COV-24-1155	SAPS Training College	JN.1.X LB.1.3.X BA.2.86.X KP.1.X Recombinants Other	[0.7603636699999999, 0.100506, 0.07553822, 0.06331729999999999, 9.377e-05, 0.00018101]
