LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-24-2551	Eastern Cape	Buffalo City MM	48.0	2024-11-26	COV-24-2551	Mdantsane Wastewater Treatment Works	LB.1.3.4.X LB.1.3.X JN.1.X XBB.X BA.5.X Delta XBB.1.5.X BA.2.X XEC.X KP.3.X BA.4.X NB.1.8.1.X BA.1.X BA.2.86.X BA.2.12.X Recombinants Other	[0.53535355, 0.46400180999999996, 0.00042734000000000007, 4.7469999999999984e-05, 3.7399999999999974e-05, 1.511e-05, 1.2050000000000003e-05, 1.5060000000000003e-05, 3.98e-06, 6.76e-06, 1.7399999999999999e-06, 7.8e-07, 1.5599999999999999e-06, 7.4e-07, 3.6999999999999995e-07, 0.00026016999999999994, 0.00022316000000000005]
COV-24-2552	Eastern Cape	Buffalo City MM	48.0	2024-11-26	COV-24-2552	East Bank Wastewater Treatment Works	LB.1.3.4.X JN.1.X LB.1.3.X BA.5.X Recombinants Other	[0.99955061, 0.00040687, 4.217e-05, 2.2e-07, 2.4e-07, 2.0000000000000003e-06]
COV-24-2555	Gauteng	Tshwane MM	48.0	2024-11-29	COV-24-2555	Daspoort Wastewater Treatment Works	KP.1.X XEC.X JN.1.X KP.3.X LP.8.1.X XBB.X Delta Recombinants Other	[0.3791791, 0.2793312, 0.012697110000000001, 0.00155022, 0.00087632, 2.8e-07, 2.1e-07, 0.32636555, 2.14e-06]
COV-24-2561	Gauteng	Ekurhuleni MM	48.0	2024-11-28	COV-24-2561	Tembisa Hospital Downstream	LB.1.3.4.X JN.1.X Recombinants	[0.99874701, 0.001, 0.000253]
COV-24-2563	Gauteng	Ekurhuleni MM	48.0	2024-11-28	COV-24-2563	Midstream	JN.1.X KP.3.X BA.2.X XBB.X BA.5.X XBB.1.5.X BA.3.2.X BA.4.X BA.1.X Delta Recombinants Other	[0.9948010600000002, 0.0028567199999999997, 0.00234106, 4.419999999999999e-06, 2.44e-06, 1.0099999999999999e-06, 3.6e-07, 3e-07, 3e-07, 5.2e-07, 5.7e-07, 1.71e-05]
COV-24-2564	Gauteng	Ekurhuleni MM	48.0	2024-11-28	COV-24-2564	Olifantsfontein	LB.1.3.4.X LB.1.3.X JN.1.X XBB.X Recombinants Other	[0.90123457, 0.01682935, 0.07146471, 2.4e-07, 0.01047115, 3e-07]
COV-24-2568	Gauteng	Tshwane MM	48.0	2024-11-29	COV-24-2568	Atteridgeville Train Station	KP.3.X	[1.0]
COV-24-2570	Gauteng	Tshwane MM	48.0	2024-11-29	COV-24-2570	Laudium	KP.3.X JN.1.X Recombinants Other	[0.7131363000000001, 0.28671649999999993, 0.00014704, 3.4e-07]
COV-24-2571	Gauteng	Tshwane MM	48.0	2024-11-29	COV-24-2571	Groenkloof	JN.1.X LB.1.3.X KP.3.X Recombinants	[0.9108704200000001, 0.0846325, 0.00431572, 0.00018136]
COV-24-2573	Gauteng	Ekurhuleni MM	49.0	2024-12-02	COV-24-2573	Sasol Garage	KP.3.X JN.1.X LB.1.3.4.X LP.8.1.X KP.1.X BA.2.X Recombinants Other	[0.38577912999999997, 0.27209566, 0.16822399, 0.00796323, 0.00934847, 0.00145695, 0.15513228, 2.6e-07]
COV-24-2575	Gauteng	Ekurhuleni MM	49.0	2024-12-02	COV-24-2575	Tembisa Hospital East and West	KP.3.X XEC.X JN.1.X BA.2.86.X KP.1.X Other	[0.6181714100000001, 0.36819793, 0.01215406, 0.00136991, 0.00010632, 8e-07]
COV-24-2577	Gauteng	Ekurhuleni MM	49.0	2024-12-02	COV-24-2577	Olifantsfontein	XEC.X JN.1.X	[0.99970086, 0.00029913]
COV-24-2578	Gauteng	Ekurhuleni MM	49.0	2024-12-02	COV-24-2578	Tembisa Mall	KP.3.X JN.1.X LB.1.3.X Recombinants Other	[0.7947238299999999, 0.20406436999999997, 0.00038109, 0.0008303, 7.2e-07]
COV-24-2579	Gauteng	Ekurhuleni MM	49.0	2024-12-02	COV-24-2579	Tembisa Hospital Downstream	JN.1.X KP.3.X LP.8.1.X KP.1.X BA.5.X Delta XBB.X Recombinants Other	[0.7603729299999997, 0.23807301, 0.0002694, 4.627e-05, 4.9e-07, 2.3e-07, 3.7e-07, 0.0012376, 1.5599999999999999e-06]
COV-24-2581	Gauteng	Tshwane MM	49.0	2024-12-03	COV-24-2581	Daspoort Wastewater Treatment Works	LB.1.3.4.X JN.1.X KP.3.X KP.1.X LP.8.1.X XEC.X BA.2.X BA.5.X XBB.1.5.X Recombinants Other	[0.24731197, 0.19948623, 0.14551004, 0.11792958, 0.28644703, 0.00159992, 0.00110306, 0.00032205, 2.1e-07, 0.00029003, 2.6e-07]
COV-24-2582	Gauteng	Ekurhuleni MM	48.0	2024-11-27	COV-24-2582	Other	KP.3.X XEC.X JN.1.X BA.2.86.X Recombinants	[0.47389072000000004, 0.4721298, 0.05304817999999999, 0.00012397, 0.0008072]
COV-24-2587	Gauteng	Tshwane MM	49.0	2024-12-03	COV-24-2587	Atteridgeville Train Station	LB.1.3.4.X JN.1.X	[0.99976652, 0.00023348]
COV-24-2588	Gauteng	Tshwane MM	49.0	2024-12-03	COV-24-2588	Vergenoeg	JN.1.X LB.1.3.4.X KP.3.X Recombinants Other	[0.6131409700000001, 0.191523, 0.19471847, 0.00061702, 8.2e-07]
COV-24-2589	Gauteng	Tshwane MM	49.0	2024-12-03	COV-24-2589	Laudium	LB.1.3.4.X BA.3.2.X JN.1.X Other	[0.69975772, 0.29999997, 0.00024229, 2.2e-07]
COV-24-2590	Gauteng	Tshwane MM	49.0	2024-12-03	COV-24-2590	Groenkloof	JN.1.X KP.3.X XEC.X LB.1.3.4.X Recombinants Other	[0.48368641, 0.34438642, 0.15384597, 0.0172414, 0.00083963, 2.8e-07]
COV-24-2591	Gauteng	Johannesburg MM	49.0	2024-12-03	COV-24-2591	Northern Wastewater Treatment Works (GP)	JN.1.X XBB.1.5.X Delta BA.5.X Other	[1.00000003, 7.3e-07, 3.4e-07, 2.3e-07, 3.88e-06]
COV-24-2592	KwaZulu-Natal	Ethekwini MM	49.0	2024-12-02	COV-24-2592	Northern Wastewater Treatment Works (KZN)	KP.3.X LB.1.3.4.X JN.1.X XEC.X LB.1.3.X Other	[0.51421041, 0.1491146, 0.23549359000000003, 0.06319699000000001, 0.0376364, 0.000348]
COV-24-2593	KwaZulu-Natal	Ethekwini MM	49.0	2024-12-02	COV-24-2593	Central Wastewater Treatment Works (KZN)	LB.1.3.4.X XEC.X JN.1.X	[0.791003, 0.20198765, 0.00700935]
COV-24-2596	Gauteng	Johannesburg MM	49.0	2024-12-04	COV-24-2596	Klipsruit Yard (Before tunnel)	LB.1.3.4.X XBB.1.5.X Delta Recombinants Other	[0.99999994, 3e-07, 2.7e-07, 2.4e-07, 1.32e-06]
COV-24-2598	Gauteng	Johannesburg MM	49.0	2024-12-04	COV-24-2598	Motsoaledi	LB.1.3.4.X XEC.X JN.1.X KP.3.X KP.1.X Recombinants	[0.493464, 0.18997935999999999, 0.2561914, 0.00043574, 0.00066081, 0.05926859]
COV-24-2599	Gauteng	Johannesburg MM	49.0	2024-12-04	COV-24-2599	Goudkoppies Wastewater Treatment Works	LB.1.3.4.X KP.3.X LB.1.3.X JN.1.X Other	[0.547619, 0.33403964, 0.11614599, 0.00219552, 2.4e-07]
COV-24-2600	Gauteng	Ekurhuleni MM	49.0	2024-12-05	COV-24-2600	Sasol Garage	LB.1.3.4.X	[1.0]
COV-24-2602	Gauteng	Ekurhuleni MM	49.0	2024-12-05	COV-24-2602	Tembisa Hospital East and West	LB.1.3.4.X JN.1.X	[0.43001693, 0.5699827900000001]
COV-24-2603	Gauteng	Ekurhuleni MM	49.0	2024-12-05	COV-24-2603	Tembisa Mall	JN.1.X LB.1.3.X BA.2.86.X XEC.X Recombinants Other	[0.9902226600000001, 0.00607494, 0.00071388, 0.0007610899999999996, 0.00222673, 1.3399999999999999e-06]
COV-24-2606	Gauteng	Ekurhuleni MM	49.0	2024-12-05	COV-24-2606	OR Tambo International Airport	LB.1.3.4.X JN.1.X BA.5.X	[0.99899704, 0.0007220600000000001, 0.0002809]
COV-24-2612	Mpumalanga	Ehlanzeni DM	49.0	2024-12-02	COV-24-2612	Kingstonvale	JN.1.X KP.3.X KP.1.X LP.8.1.X Recombinants	[0.04815794, 0.0257601, 0.00320156, 0.0017604, 0.9211199999999999]
COV-24-2613	Western Cape	Cape Town MM	49.0	2024-12-03	COV-24-2613	Borcherds Quarry Wastewater Treatment Works	JN.1.X LB.1.3.X LB.1.3.4.X BA.2.86.X BA.2.X KP.3.X XBB.X XEC.X BA.5.X KP.1.X Delta XBB.1.5.X Recombinants Other	[0.66510943, 0.11661373, 0.21637398, 0.0014221500000000003, 2.6399999999999997e-06, 7.9e-07, 1.9100000000000003e-06, 6.2e-07, 1.5899999999999998e-06, 5.2e-07, 3e-07, 2.9e-07, 0.00047846, 7.48e-06]
COV-24-2614	Free State	Mangaung MM	49.0	2024-12-03	COV-24-2614	Sterkwater Wastewater Treatment Works	KP.1.X LB.1.3.4.X KP.3.X JN.1.X LB.1.3.X XEC.X Recombinants Other	[0.46052819, 0.258112, 0.11812622000000002, 0.11101706999999998, 0.04957568, 0.0018872399999999999, 0.00075324, 6.800000000000001e-07]
COV-24-2615	Western Cape	Cape Town MM	49.0	2024-12-03	COV-24-2615	Zandvleit Wastewater Treatment Works	LP.8.1.X LB.1.3.4.X JN.1.X XEC.X KP.1.X LB.1.3.X BA.2.X BA.2.86.X KP.3.X XBB.X Recombinants	[0.6090870700000001, 0.111111, 0.14736519, 0.06328707, 0.02786645, 0.01518781, 0.021486929999999998, 0.0019545, 0.00041824, 0.00013007, 0.00210566]
COV-24-2616	Gauteng	Ekurhuleni MM	49.0	2024-12-03	COV-24-2616	Hartebeesfontein Waterworks	KP.1.X JN.1.X KP.3.X XEC.X LP.8.1.X	[0.44070824, 0.47509255, 0.08353711999999999, 0.00038431, 0.00027773]
COV-24-2617	Gauteng	Tshwane MM	49.0	2024-12-06	COV-24-2617	Kalafong Hospital	XEC.X KP.3.X JN.1.X LB.1.3.4.X BA.2.86.X Recombinants Other	[0.58080919, 0.21714510999999997, 0.13221301, 0.067164, 0.00014498, 0.00252337, 2.6e-07]
COV-24-2620	Gauteng	Tshwane MM	49.0	2024-12-06	COV-24-2620	Laudium	KP.3.X LB.1.3.4.X XEC.X JN.1.X Recombinants	[0.25229786, 0.196532, 0.22173399, 0.09912702, 0.2303091]
COV-24-2623	KwaZulu-Natal	Umkhanyakude DM	49.0	2024-12-03	COV-24-2623	Jozini Wastewater Treatment Plant	LB.1.3.4.X JN.1.X KP.3.X LB.1.3.X XEC.X Delta XBB.1.5.X BA.5.X Recombinants Other	[0.47457593, 0.3339344599999999, 0.09442504, 0.09349874999999999, 0.00030919, 6.1e-07, 5.9e-07, 3e-07, 0.0032559200000000003, 5.2e-06]
COV-24-2624	Mpumalanga	Ehlanzeni DM	49.0	2024-12-02	COV-24-2624	Komatipoort Sewage plant	LB.1.3.4.X XEC.X JN.1.X BA.2.86.X Delta LB.1.3.X Recombinants Other	[0.86445277, 0.11797789, 0.01667296, 0.00089498, 2.3e-07, 6.4e-07, 2.6e-07, 5.2e-07]
COV-24-2625	North West	Bojanala Platinum DM	49.0	2024-12-04	COV-24-2625	Boitekong	LP.8.1.X KP.1.X JN.1.X LB.1.3.4.X Recombinants	[0.9805119999999999, 0.014112, 0.00237048, 0.001584, 0.0014215200000000001]
COV-24-2627	Gauteng	Ekurhuleni MM	50.0	2024-12-09	COV-24-2627	Sasol Garage	LB.1.3.4.X KP.3.X JN.1.X LB.1.3.X KP.1.X LP.8.1.X Delta BA.5.X Other	[0.405405, 0.25339445, 0.2587789199999999, 0.0428612, 0.02540944, 0.01415083, 2.2e-07, 2.1e-07, 8.4e-07]
COV-24-2636	Gauteng	Ekurhuleni MM	49.0	2024-12-03	COV-24-2636	Other	JN.1.X LB.1.3.4.X KP.3.X BA.3.2.X BA.2.X XEC.X KP.1.X Recombinants Other	[0.49327437999999996, 0.26664205, 0.19457214, 0.0282004, 0.0059888, 0.00020899, 2.5e-07, 0.01111292, 2e-07]
COV-24-2645	Gauteng	Tshwane MM	50.0	2024-12-10	COV-24-2645	Laudium	LP.8.1.X LB.1.3.X JN.1.X KP.3.X KP.1.X LB.1.3.4.X BA.2.86.X Recombinants	[0.40029574, 0.20112227000000002, 0.22486658, 0.11418363999999999, 0.01884225, 0.00819672, 0.0002401, 0.03225267]
COV-24-2646	Gauteng	Tshwane MM	50.0	2024-12-10	COV-24-2646	Groenkloof	JN.1.X KP.3.X BA.5.X XBB.1.5.X Delta BA.2.X BA.2.86.X XBB.X BA.1.X Recombinants Other	[0.9999975, 3.970000000000001e-06, 3.2399999999999995e-06, 9e-07, 8.5e-07, 1.11e-06, 8.8e-07, 1.26e-06, 3.3e-07, 4.7e-07, 2.7799999999999998e-05]
COV-24-2647	Gauteng	Johannesburg MM	50.0	2024-12-10	COV-24-2647	Northern Wastewater Treatment Works (GP)	JN.1.X	[1.0]
COV-24-2655	Free State	Mangaung MM	50.0	2024-12-10	COV-24-2655	Bloemspruit Wastewater Treatment Works	KP.3.X KP.1.X JN.1.X LP.8.1.X XBB.X Recombinants Other	[0.37740246, 0.18194939, 0.18805537000000003, 0.00095314, 2.7999999999999997e-07, 0.25163941, 8.2e-07]
COV-24-2656	Free State	Mangaung MM	50.0	2024-12-10	COV-24-2656	Sterkwater Wastewater Treatment Works	LB.1.3.4.X	[1.0]
COV-24-2657	Mpumalanga	Ehlanzeni DM	50.0	2024-12-09	COV-24-2657	Komatipoort Sewage plant	JN.1.X KP.1.X LP.8.1.X LB.1.3.4.X KP.3.X XEC.X Recombinants	[0.5990328699999999, 0.094165, 0.123043, 0.072758, 0.06187245, 0.00084602, 0.048282649999999996]
COV-24-2658	Gauteng	Ekurhuleni MM	50.0	2024-12-10	COV-24-2658	Hartebeesfontein Waterworks	KP.1.X LB.1.3.X KP.3.X LB.1.3.4.X XEC.X JN.1.X XFG.X LP.8.1.X BA.2.X BA.5.X XBB.X XBB.1.5.X Recombinants Other	[0.41000356000000004, 0.19408889999999998, 0.18388448999999998, 0.07058818, 0.06554966, 0.07103726999999999, 0.00403232, 8.5e-06, 3.5e-07, 1.06e-06, 5.6e-07, 2.6e-07, 0.00080779, 4.88e-06]
COV-24-2659	Gauteng	Ekurhuleni MM	50.0	2024-12-10	COV-24-2659	ERWAT Vlakplaat Wastewater Treatment Works	JN.1.X KP.3.X Recombinants	[0.99464416, 6.795e-05, 0.00528789]
COV-24-2662	Gauteng	Ekurhuleni MM	50.0	2024-12-12	COV-24-2662	Namane Drive	KP.1.X KP.3.X XEC.X JN.1.X BA.2.X Recombinants Other	[0.36793212, 0.26726172, 0.11453200000000001, 0.11128093, 0.00015153999999999998, 0.13856522, 0.00027645]
COV-24-2677	Gauteng	Tshwane MM	50.0	2024-12-13	COV-24-2677	Groenkloof	LB.1.3.4.X JN.1.X XBB.1.5.X BA.5.X BA.2.X KP.3.X XBB.X Recombinants Other	[0.68032786, 0.0068833700000000015, 4.1e-07, 5.3e-07, 6.6e-07, 2.4e-07, 2.3e-07, 0.31278832, 6.199999999999999e-06]
COV-24-2678	Limpopo	Vhembe DM	50.0	2024-12-11	COV-24-2678	Nancefield	LB.1.3.4.X XEC.X Recombinants	[0.97382142, 0.025640950000000003, 0.00053763]
COV-24-2679	Limpopo	Vhembe DM	50.0	2024-12-11	COV-24-2679	Musina WWTW (in town)	JN.1.X LB.1.3.X Recombinants	[0.15515368999999998, 0.0006253, 0.844221]
COV-24-2682	North West	Bojanala Platinum DM	50.0	2024-12-11	COV-24-2682	Rustenburg Wastewater Treatment Works	LB.1.3.4.X JN.1.X Recombinants	[0.605769, 0.393879, 0.000352]
COV-24-2683	Western Cape	Cape Town MM	50.0	2024-12-10	COV-24-2683	Zandvleit Wastewater Treatment Works	JN.1.X KP.3.X LB.1.3.4.X XEC.X LP.8.1.X KP.1.X XBB.1.5.X Delta BA.2.X BA.5.X XBB.X Other	[0.3238138, 0.39681864000000006, 0.14285703, 0.07127932, 0.05618765, 0.00904305, 4e-07, 2.9e-07, 3.4e-07, 6.4e-07, 7.4e-07, 4.66e-06]
25-0009	Gauteng	Ekurhuleni MM	5.0	2025-01-29	AIR-WGS-25-0009	Other	XBB.X Other Recombinants	[6.693e-05, 0.99968899, 0.00024405]
COV-24-2353	Gauteng	Ekurhuleni MM	45.0	2024-11-04	COV-24-2353	Midstream	KP.3.X JN.1.X BA.2.86.X XBB.1.5.X XBB.X BA.2.X Recombinants Other	[0.6688290799999999, 0.33076418, 0.00036777, 9.7e-07, 3.7e-07, 2.2e-07, 3.826e-05, 3.26e-06]
COV-24-2362	Gauteng	Johannesburg MM	45.0	2024-11-05	COV-24-2362	Northern Wastewater Treatment Works (GP)	LB.1.3.4.X KP.3.X JN.1.X XEC.X Recombinants	[0.529262, 0.39265013000000004, 0.07654243999999998, 0.00125786, 0.00028754]
COV-24-2363	Gauteng	Johannesburg MM	45.0	2024-11-06	COV-24-2363	Bushkoppies Inlet	LB.1.3.4.X XEC.X JN.1.X KP.3.X KP.1.X XBB.1.5.X Recombinants Other	[0.5801257200000001, 0.22654483, 0.10477225000000001, 0.0878911, 0.00014667, 5.6e-07, 0.00051902, 1.56e-06]
COV-24-2364	KwaZulu-Natal	Ethekwini MM	45.0	2024-11-04	COV-24-2364	Central Wastewater Treatment Works (KZN)	LB.1.3.4.X JN.1.X	[0.841948, 0.15805199000000003]
COV-24-2365	Gauteng	Ekurhuleni MM	45.0	2024-11-05	COV-24-2365	ERWAT Vlakplaat Wastewater Treatment Works	LB.1.3.4.X XEC.X JN.1.X LB.1.3.X BA.2.X Recombinants	[0.874552, 0.08410579, 0.036827820000000004, 0.00435029, 0.00010443, 5.957e-05]
COV-24-2366	Gauteng	Ekurhuleni MM	45.0	2024-11-05	COV-24-2366	Hartebeesfontein Waterworks	JN.1.X KP.3.X KP.1.X XBB.1.5.X Recombinants Other	[0.6158437600000001, 0.38381679999999996, 6.023e-05, 8.1e-07, 0.00027833999999999997, 5.459999999999999e-06]
COV-24-2367	Gauteng	Johannesburg MM	45.0	2024-11-06	COV-24-2367	Bushkoppies Final	LB.1.3.4.X XEC.X JN.1.X KP.3.X Other	[0.536134, 0.15574079999999998, 0.16485490000000005, 0.14326984, 2.8e-07]
COV-24-2368	Gauteng	Johannesburg MM	45.0	2024-11-06	COV-24-2368	Klipsruit Yard (Before tunnel)	JN.1.X BA.2.86.X LB.1.3.X KP.3.X BA.5.X BA.1.X BA.2.X XBB.1.5.X XBB.X Delta Recombinants Other	[0.99956816, 0.00022419999999999997, 3.189e-05, 2.949e-05, 1.0999999999999998e-06, 3.2e-07, 3.8e-07, 5.2e-07, 5.3e-07, 3.7999999999999996e-07, 0.00014663, 6.380000000000001e-06]
COV-24-2370	Gauteng	Johannesburg MM	45.0	2024-11-06	COV-24-2370	Motsoaledi	JN.1.X XEC.X KP.3.X LB.1.3.4.X LB.1.3.X XFG.X Recombinants Other	[0.32350969999999996, 0.16400291, 0.21723065, 0.12262200000000001, 0.08764694, 5.331e-05, 0.08493392000000001, 2.0000000000000003e-06]
COV-24-2372	Gauteng	Tshwane MM	45.0	2024-11-06	COV-24-2372	Rooiwal Wastewater Treatment Works	JN.1.X XEC.X BA.5.X XBB.X XBB.1.5.X Delta BA.2.X KP.3.X Recombinants Other	[0.7064882899999997, 0.29326845, 7.526999999999998e-05, 5.0099999999999995e-06, 1.98e-06, 1.17e-06, 1.1600000000000001e-06, 2.5e-07, 0.00017564000000000002, 1.7159999999999995e-05]
COV-24-2373	Mpumalanga	Ehlanzeni DM	45.0	2024-11-04	COV-24-2373	Komatipoort Sewage plant	LB.1.3.4.X JN.1.X Recombinants Other	[0.99927775, 0.00050783, 0.00021417000000000002, 9.000000000000001e-07]
COV-24-2382	Eastern Cape	Buffalo City MM	45.0	2024-11-05	COV-24-2382	East Bank Wastewater Treatment Works	LB.1.3.4.X JN.1.X KP.3.X Recombinants	[0.9976200000000001, 0.00089022, 0.00141492, 7.482e-05]
COV-24-2393	Northern Cape	Frances Baard DM	45.0	2024-11-06	COV-24-2393	Homevale Kimberley	LB.1.3.4.X KP.3.X LB.1.3.X JN.1.X	[0.540146, 0.40981899, 0.049860009999999996, 0.00017499]
25-0037	Gauteng	Mangaung MM	3.0	2025-01-14	NAT-WGS-25-0037	Sterkwater Wastewater Treatment Works	LP.8.1.X JN.1.X	[0.9999269300000001, 7.304e-05]
25-0038	Gauteng	Mangaung MM	3.0	2025-01-14	NAT-WGS-25-0038	Sterkwater Wastewater Treatment Works	LB.1.3.4.X LP.8.1.X JN.1.X KP.3.X LB.1.3.X BA.5.X Recombinants Other	[0.43274892, 0.56617504, 0.0006864099999999999, 0.00014331, 5.578e-05, 4.4e-07, 0.00018997000000000003, 1.6200000000000002e-06]
25-0041	Gauteng	Tshwane MM	4.0	2025-01-21	NAT-WGS-25-0041	Daspoort Wastewater Treatment Works	LP.8.1.X JN.1.X Recombinants	[0.998711, 0.00112539, 0.00016361]
25-0042	Gauteng	Johannesburg MM	4.0	2025-01-21	NAT-WGS-25-0042	Northern Wastewater Treatment Works (GP)	LP.8.1.X KP.3.X KP.1.X Recombinants	[0.62516257, 0.37473254, 3.543e-05, 6.945e-05]
25-0043	Gauteng	Johannesburg MM	4.0	2025-01-22	NAT-WGS-25-0043	Goudkoppies Wastewater Treatment Works	JN.1.X KP.1.X LP.8.1.X BA.2.86.X BA.5.X XBB.1.5.X BA.4.X XBB.X KP.3.X Recombinants Other	[0.9992480899999998, 0.00043102, 0.00012831, 0.00010983, 2.9200000000000004e-06, 1.28e-06, 8.900000000000001e-07, 1.59e-06, 2.2e-07, 8.103e-05, 8.84e-06]
25-0045	Gauteng	Ekurhuleni MM	4.0	2025-01-21	NAT-WGS-25-0045	Hartebeesfontein Waterworks	LP.8.1.X JN.1.X BA.2.86.X LB.1.3.X	[0.99891468, 0.00049629, 0.00032786999999999996, 0.00026115000000000003]
25-0048	KwaZulu-Natal	Ethekwini MM	4.0	2025-01-21	NAT-WGS-25-0048	Northern Wastewater Treatment Works (KZN)	LP.8.1.X KP.1.X JN.1.X Recombinants	[0.9620961800000001, 0.03716290999999999, 0.0005729, 0.00016798]
25-0049	Free State	Mangaung MM	4.0	2025-01-21	NAT-WGS-25-0049	Sterkwater Wastewater Treatment Works	LP.8.1.X KP.1.X KP.3.X JN.1.X Recombinants	[0.65004315, 0.17662885, 0.00068027, 0.0005268299999999999, 0.17212084]
25-0050	Free State	Mangaung MM	4.0	2025-01-21	NAT-WGS-25-0050	Bloemspruit Wastewater Treatment Works	KP.1.X LP.8.1.X KP.3.X JN.1.X	[0.31612162, 0.63211551, 0.05158881, 0.00017403999999999998]
25-0082	Gauteng	Tshwane MM	5.0	2025-01-22	NAT-WGS-25-0082	Rooiwal Wastewater Treatment Works	KP.1.X LP.8.1.X JN.1.X BA.5.X Delta KP.3.X BA.2.86.X BA.2.X XBB.X XBB.1.5.X XEC.X XFG.X Recombinants Other	[0.5118568000000002, 0.3497369800000001, 0.13827981999999994, 5.6e-06, 1.09e-06, 1.23e-06, 9.7e-07, 9.600000000000001e-07, 2.8799999999999995e-06, 9.8e-07, 2.2e-07, 2.1e-07, 0.00013251999999999998, 1.4259999999999999e-05]
25-0085	Gauteng	Tshwane MM	5.0	2025-01-31	NAT-WGS-25-0085	Daspoort Wastewater Treatment Works	LP.8.1.X KP.3.X KP.1.X JN.1.X BA.2.86.X XEC.X Recombinants	[0.47692299, 0.35679791, 0.15906402, 0.005704509999999999, 0.00035, 0.00040351, 0.00075698]
COV-24-2703	KwaZulu-Natal	Ethekwini MM	51.0	2024-12-17	COV-24-2703	Northern Wastewater Treatment Works (KZN)	LP.8.1.X LB.1.3.4.X JN.1.X KP.1.X KP.3.X BA.2.X BA.2.86.X XEC.X BA.1.X Recombinants Other	[0.44758559, 0.341784, 0.07907356000000001, 0.12971565000000002, 0.00058965, 0.00032341000000000005, 0.00015872, 8.947999999999999e-05, 6.487000000000001e-05, 0.00044295000000000006, 0.000172]
COV-24-2707	Gauteng	Ekurhuleni MM	51.0	2024-12-19	COV-24-2707	Namane Drive	XEC.X JN.1.X KP.3.X KP.1.X BA.5.X BA.2.86.X Recombinants Other	[0.9254559099999999, 0.07298733000000004, 0.00048572999999999997, 0.00013551, 0.00010888, 0.00010094, 0.00041558000000000003, 0.00030994999999999997]
COV-24-2711	Gauteng	Ekurhuleni MM	51.0	2024-12-19	COV-24-2711	Olifantsfontein	KP.3.X LB.1.3.4.X JN.1.X XBB.X BA.5.X BA.2.X XFG.X LB.1.3.X Delta Recombinants Other	[0.58588323, 0.33927474, 0.07451855999999998, 5.2e-06, 2.1800000000000003e-06, 1.4999999999999996e-06, 6e-07, 6.3e-07, 3.2e-07, 0.00032551, 6.999999999999999e-06]
COV-24-2713	Northern Cape	Frances Baard DM	51.0	2024-12-18	COV-24-2713	Homevale Kimberley	LP.8.1.X KP.1.X JN.1.X KP.3.X XEC.X Recombinants Other	[0.6230497600000001, 0.37385621, 0.0019433599999999999, 0.00012175, 5.18e-05, 0.00097694, 1.32e-06]
COV-25-0003	Gauteng	Tshwane MM	2.0	2025-01-07	COV-25-0003	Daspoort Wastewater Treatment Works	LP.8.1.X LB.1.3.4.X JN.1.X LB.1.3.X XEC.X KP.3.X BA.5.X BA.2.X BA.4.X KP.1.X Recombinants Other	[0.52531699, 0.440304, 0.03177459999999999, 0.00039139, 0.0007575699999999999, 0.00018857, 0.00035086, 6.688000000000001e-05, 3.403e-05, 3.403e-05, 0.00075171, 5.87e-05]
COV-25-0010	Gauteng	Johannesburg MM	2.0	2025-01-07	COV-25-0010	Northern Wastewater Treatment Works (GP)	LP.8.1.X JN.1.X KP.1.X XEC.X BA.2.86.X BA.4.X BA.2.12.X BA.2.X XBB.X BA.5.X Delta KP.3.X Recombinants Other	[0.49769079, 0.4921264100000001, 0.008485659999999999, 0.00019307, 0.00016858999999999998, 6.168e-05, 3.909e-05, 2.927e-05, 1.1600000000000001e-06, 6.800000000000001e-07, 3.1e-07, 2.1e-07, 0.00099077, 0.00042682]
COV-25-0014	Gauteng	Johannesburg MM	2.0	2025-01-08	COV-25-0014	Goudkoppies Wastewater Treatment Works	LP.8.1.X KP.1.X JN.1.X LB.1.3.4.X XEC.X KP.3.X BA.2.86.X BA.5.X BA.2.X Recombinants Other	[0.558824, 0.16855399999999998, 0.08768762000000001, 0.1008184, 0.05070698, 0.03169799, 0.0008509999999999999, 0.00024554000000000004, 1.937e-05, 0.00043971, 0.00015533]
COV-25-0017	Western Cape	Cape Town MM	1.0	2024-12-31	COV-25-0017	Zandvleit Wastewater Treatment Works	JN.1.X LB.1.3.4.X LB.1.3.X XEC.X KP.3.X KP.1.X BA.5.X BA.4.X BA.2.X Recombinants Other	[0.5718558000000002, 0.260605, 0.01563242, 0.00030012, 0.00070579, 0.00046855, 0.00014689, 8.277e-05, 1.836e-05, 0.14995327000000003, 0.00023101000000000003]
COV-25-0022	KwaZulu-Natal	Ethekwini MM	2.0	2025-01-07	COV-25-0022	Northern Wastewater Treatment Works (KZN)	KP.3.X LP.8.1.X JN.1.X BA.2.X BA.5.X KP.1.X BA.4.X XEC.X XBB.X Recombinants Other	[0.25489000999999994, 0.58102698, 0.16327174999999988, 0.00018409, 9.251000000000001e-05, 0.00018590000000000002, 8.162e-05, 7.959e-05, 4.5e-07, 0.00018735, 1.38e-06]
